"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by immigrant status","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230630","1.1.11.2.3","56.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by immigrant status","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589230631","1.1.11.2.4","18101","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by immigrant status","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230632","1.1.11.2.5","17686","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by immigrant status","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230633","1.1.11.2.6","18517","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589230634","1.1.12.1.1","44.0","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230635","1.1.12.1.2","42.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230636","1.1.12.1.3","45.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589230637","1.1.12.1.4","10079","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230638","1.1.12.1.5","9705","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230639","1.1.12.1.6","10453","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589230640","1.1.12.2.1","56.0","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230641","1.1.12.2.2","54.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230642","1.1.12.2.3","57.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589230643","1.1.12.2.4","12831","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230644","1.1.12.2.5","12444","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Non-immigrants","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230645","1.1.12.2.6","13218","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589230646","1.1.13.1.1","46.3","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230647","1.1.13.1.2","43.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230648","1.1.13.1.3","48.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589230649","1.1.13.1.4","4352","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230650","1.1.13.1.5","4068","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230651","1.1.13.1.6","4636","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589230652","1.1.13.2.1","53.7","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230653","1.1.13.2.2","51.1","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589230654","1.1.13.2.3","56.1","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589230655","1.1.13.2.4","5038","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230656","1.1.13.2.5","4731","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589230657","1.1.13.2.6","5346","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Total, all persons","Immigrants, 10 years or less in Canada","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589230658","1.1.14.1.1","45.0","","","","1"
