"REF_DATE","GEO","DGUID","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada (excluding territories)","","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons","Number","223","units","0","v1663705552","1.2.5.3","1091200","","","","0"
"2019","Canada (excluding territories)","","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Percentage","Percent","239","units","0","v1663705553","1.2.5.4","93.2","","","","1"
"2019","Canada (excluding territories)","","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705554","1.2.5.5","92.4","","","","1"
"2019","Canada (excluding territories)","","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, percentage","Percent","239","units","0","v1663705555","1.2.5.6","94.0","","","","1"
"2019","Canada (excluding territories)","","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Number of persons","Number","223","units","0","v1663705556","1.2.6.1","154600","","","","0"
"2019","Canada (excluding territories)","","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705557","1.2.6.2","142400","","","","0"
"2019","Canada (excluding territories)","","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, number of persons","Number","223","units","0","v1663705558","1.2.6.3","167300","","","","0"
"2019","Canada (excluding territories)","","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Percentage","Percent","239","units","0","v1663705559","1.2.6.4","13.3","","","","1"
"2019","Canada (excluding territories)","","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705560","1.2.6.5","12.3","","","","1"
"2019","Canada (excluding territories)","","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, percentage","Percent","239","units","0","v1663705561","1.2.6.6","14.4","","","","1"
"2019","Canada (excluding territories)","","Males","Feels alone, often","Number of persons","Number","223","units","0","v1663705562","1.2.7.1","","..","","","0"
"2019","Canada (excluding territories)","","Males","Feels alone, often","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705563","1.2.7.2","","..","","","0"
"2019","Canada (excluding territories)","","Males","Feels alone, often","High 95% confidence interval, number of persons","Number","223","units","0","v1663705564","1.2.7.3","","..","","","0"
"2019","Canada (excluding territories)","","Males","Feels alone, often","Percentage","Percent","239","units","0","v1663705565","1.2.7.4","","..","","","1"
"2019","Canada (excluding territories)","","Males","Feels alone, often","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705566","1.2.7.5","","..","","","1"
"2019","Canada (excluding territories)","","Males","Feels alone, often","High 95% confidence interval, percentage","Percent","239","units","0","v1663705567","1.2.7.6","","..","","","1"
"2019","Canada (excluding territories)","","Males","Smoked daily or occasionally, past 30 days","Number of persons","Number","223","units","0","v1663705568","1.2.8.1","24600","","","","0"
"2019","Canada (excluding territories)","","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705569","1.2.8.2","19300","","","","0"
"2019","Canada (excluding territories)","","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663705570","1.2.8.3","30400","","","","0"
"2019","Canada (excluding territories)","","Males","Smoked daily or occasionally, past 30 days","Percentage","Percent","239","units","0","v1663705571","1.2.8.4","2.1","","","","1"
"2019","Canada (excluding territories)","","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705572","1.2.8.5","1.7","","","","1"
"2019","Canada (excluding territories)","","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663705573","1.2.8.6","2.7","","","","1"
"2019","Canada (excluding territories)","","Males","Smoked daily or almost daily, past 30 days","Number of persons","Number","223","units","0","v1663705574","1.2.9.1","10000","E","","","0"
"2019","Canada (excluding territories)","","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705575","1.2.9.2","6200","E","","","0"
"2019","Canada (excluding territories)","","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663705576","1.2.9.3","14500","E","","","0"
"2019","Canada (excluding territories)","","Males","Smoked daily or almost daily, past 30 days","Percentage","Percent","239","units","0","v1663705577","1.2.9.4","0.9","E","","","1"
"2019","Canada (excluding territories)","","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705578","1.2.9.5","0.6","E","","","1"
"2019","Canada (excluding territories)","","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663705579","1.2.9.6","1.3","E","","","1"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months","Number of persons","Number","223","units","0","v1663705580","1.2.10.1","124400","","","","0"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705581","1.2.10.2","111800","","","","0"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663705582","1.2.10.3","136000","","","","0"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months","Percentage","Percent","239","units","0","v1663705583","1.2.10.4","10.7","","","","1"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705584","1.2.10.5","9.8","","","","1"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663705585","1.2.10.6","11.8","","","","1"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1663705586","1.2.11.1","16700","","","","0"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705587","1.2.11.2","12500","","","","0"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663705588","1.2.11.3","21900","","","","0"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months, daily or almost daily","Percentage","Percent","239","units","0","v1663705589","1.2.11.4","1.4","","","","1"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705590","1.2.11.5","1.1","","","","1"
"2019","Canada (excluding territories)","","Males","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663705591","1.2.11.6","1.9","","","","1"
"2019","Canada (excluding territories)","","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1663705592","1.2.12.1","166200","","","","0"
"2019","Canada (excluding territories)","","Males","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663705593","1.2.12.2","153700","","","","0"
"2019","Canada (excluding territories)","","Males","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663705594","1.2.12.3","178600","","","","0"
"2019","Canada (excluding territories)","","Males","Used e-cigarette or vaping device, past 30 days","Percentage","Percent","239","units","0","v1663705595","1.2.12.4","14.3","","","","1"
"2019","Canada (excluding territories)","","Males","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663705596","1.2.12.5","13.3","","","","1"
"2019","Canada (excluding territories)","","Males","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663705597","1.2.12.6","15.5","","","","1"
"2019","Canada (excluding territories)","","Males","Drank alcohol, past 12 months","Number of persons","Number","223","units","0","v1806928232","1.2.23.1","280500","","","","0"
"2019","Canada (excluding territories)","","Males","Drank alcohol, past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1806928233","1.2.23.2","263700","","","","0"
"2019","Canada (excluding territories)","","Males","Drank alcohol, past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1806928234","1.2.23.3","297400","","","","0"
